ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-06-23,11.4487424,-14.666624042025104,105.50082090138463,11.4487424,11.4487424,32.22582285138387,32.22582285138387,32.22582285138387,2.8084463681298226,2.8084463681298226,2.8084463681298226,29.417376483254046,29.417376483254046,29.417376483254046,0.0,0.0,0.0,43.67456525138387
2017-06-24,11.552207226923077,-31.791261152260812,94.31513031256,11.552207226923077,11.552207226923077,19.677539274399344,19.677539274399344,19.677539274399344,-10.62277905472206,-10.62277905472206,-10.62277905472206,30.300318329121403,30.300318329121403,30.300318329121403,0.0,0.0,0.0,31.22974650132242
2017-06-25,11.655672053846153,-59.92435152531894,59.395485339135746,11.655672053846153,11.655672053846153,-14.951185614634708,-14.951185614634708,-14.951185614634708,-46.0026777110208,-46.0026777110208,-46.0026777110208,31.05149209638609,31.05149209638609,31.05149209638609,0.0,0.0,0.0,-3.295513560788555
2017-06-26,11.75913688076923,5.96127553743955,120.60745940452014,11.75913688076923,11.75913688076923,49.862048663297315,49.862048663297315,49.862048663297315,18.21199616084753,18.21199616084753,18.21199616084753,31.65005250244979,31.65005250244979,31.65005250244979,0.0,0.0,0.0,61.62118554406655
2017-06-27,11.862601707692308,-0.41110720527029837,120.53489784506598,11.862601707692308,11.862601707692308,47.01085501844789,47.01085501844789,47.01085501844789,14.933072766465965,14.933072766465965,14.933072766465965,32.07778225198193,32.07778225198193,32.07778225198193,0.0,0.0,0.0,58.8734567261402
2017-06-28,11.966066534615384,-6.817414652200694,116.15716013383847,11.966066534615384,11.966066534615384,44.42025009842602,44.42025009842602,44.42025009842602,12.100603050389028,12.100603050389028,12.100603050389028,32.319647048036984,32.319647048036984,32.319647048036984,0.0,0.0,0.0,56.3863166330414
2017-06-29,12.069531361538461,-6.497468182809421,113.36216975827413,12.069531361538461,12.069531361538461,40.93560576557463,40.93560576557463,40.93560576557463,8.571338420103084,8.571338420103084,8.571338420103084,32.364267345471546,32.364267345471546,32.364267345471546,0.0,0.0,0.0,53.00513712711309
2017-06-30,12.172996188461537,-16.478433982038105,104.95401435426743,12.172996188461537,12.172996188461537,35.0127395494077,35.0127395494077,35.0127395494077,2.808446368098987,2.808446368098987,2.808446368098987,32.20429318130871,32.20429318130871,32.20429318130871,0.0,0.0,0.0,47.18573573786924
2017-07-01,12.276461015384616,-26.159962640710297,95.25805686230377,12.276461015384616,12.276461015384616,21.213892084812702,21.213892084812702,21.213892084812702,-10.622779054681395,-10.622779054681395,-10.622779054681395,31.836671139494094,31.836671139494094,31.836671139494094,0.0,0.0,0.0,33.49035310019732
2017-07-02,12.379925842307692,-63.77614760606451,53.62486521437598,12.379925842307692,12.379925842307692,-14.739882165123754,-14.739882165123754,-14.739882165123754,-46.00267771103559,-46.00267771103559,-46.00267771103559,31.262795545911835,31.262795545911835,31.262795545911835,0.0,0.0,0.0,-2.3599563228160623
2017-07-03,12.483390669230769,2.7005088246920037,122.65128250654772,12.483390669230769,12.483390669230769,48.7005354184609,48.7005354184609,48.7005354184609,18.21199616081673,18.21199616081673,18.21199616081673,30.488539257644163,30.488539257644163,30.488539257644163,0.0,0.0,0.0,61.183926087691674
2017-07-04,12.586855496153847,-3.764066528753115,116.12623603970385,12.586855496153847,12.586855496153847,44.4572355805412,44.4572355805412,44.4572355805412,14.933072766476306,14.933072766476306,14.933072766476306,29.524162814064887,29.524162814064887,29.524162814064887,0.0,0.0,0.0,57.04409107669505
2017-07-05,12.690320323076921,-4.500397678027985,109.50197711516758,12.690320323076921,12.690320323076921,40.48470721028919,40.48470721028919,40.48470721028919,12.100603050448182,12.100603050448182,12.100603050448182,28.384104159841005,28.384104159841005,28.384104159841005,0.0,0.0,0.0,53.175027533366105
2017-07-06,12.79378515,-13.691091114210963,109.25611743545663,12.79378515,12.79378515,35.65799295229423,35.65799295229423,35.65799295229423,8.571338420036557,8.571338420036557,8.571338420036557,27.086654532257675,27.086654532257675,27.086654532257675,0.0,0.0,0.0,48.45177810229423
2017-07-07,12.897249976923076,-18.47402265076779,101.54906600805116,12.897249976923076,12.897249976923076,28.461975698750823,28.461975698750823,28.461975698750823,2.808446368049203,2.808446368049203,2.808446368049203,25.653529330701616,25.653529330701616,25.653529330701616,0.0,0.0,0.0,41.3592256756739
2017-07-08,13.000714803846153,-37.29087965339088,84.13049231687728,13.000714803846153,13.000714803846153,13.486566707594594,13.486566707594594,13.486566707594594,-10.622779054678217,-10.622779054678217,-10.622779054678217,24.109345762272813,24.109345762272813,24.109345762272813,0.0,0.0,0.0,26.48728151144075
2017-07-09,13.104179630769229,-66.85788668250949,53.03008320655564,13.104179630769229,13.104179630769229,-23.521656012224046,-23.521656012224046,-23.521656012224046,-46.0026777110243,-46.0026777110243,-46.0026777110243,22.48102169880025,22.48102169880025,22.48102169880025,0.0,0.0,0.0,-10.417476381454817
2017-07-10,13.207644457692307,-8.208464086455452,113.66034975760485,13.207644457692307,13.207644457692307,39.00910857212852,39.00910857212852,39.00910857212852,18.2119961608109,18.2119961608109,18.2119961608109,20.79711241131761,20.79711241131761,20.79711241131761,0.0,0.0,0.0,52.21675302982082
