ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-08-11,1229.0014503749999,322.5189736640082,2279.397770801647,1229.0014503749999,1229.0014503749999,70.82848895257088,70.82848895257088,70.82848895257088,-18.30333120598708,-18.30333120598708,-18.30333120598708,89.13182015855796,89.13182015855796,89.13182015855796,0.0,0.0,0.0,1299.8299393275709
2017-08-12,1230.034392464286,275.4985546596252,2348.0489786839835,1230.034392464286,1230.034392464286,64.18972916105903,64.18972916105903,64.18972916105903,-24.37327919155188,-24.37327919155188,-24.37327919155188,88.56300835261091,88.56300835261091,88.56300835261091,0.0,0.0,0.0,1294.2241216253449
2017-08-13,1231.0673345535715,214.99053018928103,2415.1674772566125,1231.0673345535715,1231.0673345535715,74.32358768146072,74.32358768146072,74.32358768146072,-11.81555883553737,-11.81555883553737,-11.81555883553737,86.1391465169981,86.1391465169981,86.1391465169981,0.0,0.0,0.0,1305.3909222350323
2017-08-14,1232.1002766428571,317.10146798731097,2404.8807702299528,1232.1002766428571,1232.1002766428571,122.28644627600312,122.28644627600312,122.28644627600312,40.262709315278855,40.262709315278855,40.262709315278855,82.02373696072425,82.02373696072425,82.02373696072425,0.0,0.0,0.0,1354.3867229188602
2017-08-15,1233.133218732143,220.9532131088622,2293.242869053579,1233.133218732143,1233.133218732143,102.76256138952371,102.76256138952371,102.76256138952371,26.330921609526484,26.330921609526484,26.330921609526484,76.43163977999723,76.43163977999723,76.43163977999723,0.0,0.0,0.0,1335.8957801216666
2017-08-16,1234.1661608214285,269.269182352422,2371.4919777225705,1234.1661608214285,1234.1661608214285,65.74706608653551,65.74706608653551,65.74706608653551,-3.8769391316703676,-3.8769391316703676,-3.8769391316703676,69.62400521820588,69.62400521820588,69.62400521820588,0.0,0.0,0.0,1299.9132269079641
2017-08-17,1235.1991029107144,239.5652920986102,2328.029116785218,1235.1991029107144,1235.1991029107144,53.677486327147236,53.677486327147236,53.677486327147236,-8.224522559979443,-8.224522559979443,-8.224522559979443,61.90200888712668,61.90200888712668,61.90200888712668,0.0,0.0,0.0,1288.8765892378617
2017-08-18,1236.232045,226.98146972073965,2264.2254227503026,1236.232045,1236.232045,35.296212560259264,35.296212560259264,35.296212560259264,-18.30333120597802,-18.30333120597802,-18.30333120597802,53.59954376623728,53.59954376623728,53.59954376623728,0.0,0.0,0.0,1271.5282575602591
2017-08-19,1237.2649870892858,174.5873686336911,2245.2098077767973,1237.2649870892858,1237.2649870892858,20.70177043155693,20.70177043155693,20.70177043155693,-24.373279191563054,-24.373279191563054,-24.373279191563054,45.07504962311999,45.07504962311999,45.07504962311999,0.0,0.0,0.0,1257.9667575208427
2017-08-20,1238.2979291785714,279.2467017184122,2305.9837943697357,1238.2979291785714,1238.2979291785714,24.887123860183017,24.887123860183017,24.887123860183017,-11.815558835686224,-11.815558835686224,-11.815558835686224,36.70268269586924,36.70268269586924,36.70268269586924,0.0,0.0,0.0,1263.1850530387544
